ppd_id,PlanName,fy,Notes_Fees,NoFeeData,group_fees,group_id,est_proportion,EQTotal_Fee,FITotal_Fee,RETotal_Fee,AltMiscTotal_Fee,PETotal_Fee,HFTotal_Fee,COMDTotal_Fee,CashTotal_Fee,OtherTotal_Fee
41,Kentucky ERS,2013,No fee data broken down across asset classes - only in aggregate.,1,,,,,,,,,,,,
41,Kentucky ERS,2014,2014 CERS/KERS CAFR p132; CERS and KERS fees reported in aggregate,,1,10,0.24625674,12768,8697,4547,,6927,6347,1864,,
41,Kentucky ERS,2015,CERS and KERS fees reported in aggregate,,1,10,0.25488007,10712,8429,6839,,42708,5582,5112,,
41,Kentucky ERS,2016,CERS and KERS fees reported in aggregate,,1,10,0.23503943,9665,8150,10839,,42676,7236,7929,,
41,Kentucky ERS,2017,2017 CERS/KERS CAFR p113; CERS and KERS fees reported in aggregate,,1,10,0.23505679,11573,14076,8125,,30189,13058,7246,,
42,Kentucky Teachers,2005,"2005 KTRS CAFR p55; ""balanced manager"" fees recorded as Other. ",,,,,2975,342,,,,,,,875
42,Kentucky Teachers,2006,2006 KTRS CAFR p60,,,,,4119,313,,,,,,,1125
42,Kentucky Teachers,2007,2007 KTRS CAFR p61,,,,,7471,382,,,317,,,,1285
42,Kentucky Teachers,2008,2008 KTRS CAFR p72,,,,,8176,384,,,1084,,,,1375
42,Kentucky Teachers,2009,2009 KTRS CAFR p66,,,,,7715,353,301,,6786,,,,1233
42,Kentucky Teachers,2010,2010 KTRS CAFR p72,,,,,9955,845,328,,5618,,,,
42,Kentucky Teachers,2011,2011 KTRS CAFR,,,,,11313,1033,899,,7455,,,,
42,Kentucky Teachers,2012,2012 KTRS CAFR,,,,,11316,1039,2223,,11977,,,,
42,Kentucky Teachers,2013,2013 KTRS CAFR,,,,,12109,448,3957,,10959,,,,
42,Kentucky Teachers,2014,"2014 KTRS CAFR; ""Additional categories"" include opportunistic credit, high yield bonds, and direct lending; Includes Hedge Funds, High Yield, and Non-US Developed Bonds; Opportunitis credit, coprorate bonds, corporate loans.  Most of additional categories is non-trad, so placed in Misc. Alt",,,,,13713,442,4198,5980,9290,,,,
42,Kentucky Teachers,2015,2015 KTRS CAFR,,,,,15597,403,5863,8043,11479,,,,
42,Kentucky Teachers,2016,2016 KTRS CAFR,,,,,13479,379,7010,8702,14469,,,,
42,Kentucky Teachers,2017,2017 KTRS CAFR p72,,,,,17612,384,8813,9454,17429,,,,
43,LA County ERS,2005,2005 LACERA CAFR p46,,,,,21378,15349,14756,,3308,,,900,
43,LA County ERS,2006,2006 LACERA CAFR p47,,,,,23424,15879,53979,,3673,,,865,
43,LA County ERS,2007,2007 LACERA CAFR p47,,,,,29859,14951,19113,,6237,,9,580,
43,LA County ERS,2008,2008 LACERA CAFR p61,,,,,31873,16522,52917,,4409,,1096,627,
43,LA County ERS,2009,2009 LACERA CAFR p61,,,,,21246,15253,56073,,4589,,1256,500,
43,LA County ERS,2010,2010 LACERA CAFR p61,,,,,25976,15580,55931,,3636,,6653,516,
43,LA County ERS,2011,2011 LACERA CAFR p65,,,,,31389,16715,16061,,3773,,5867,661,
43,LA County ERS,2012,2012 LACERA CAFR,,,,,29735,15976,16737,,4081,,2619,649,
43,LA County ERS,2013,2013 LACERA CAFR p72,,,,,33495,17432,20082,,3852,,3846,831,
43,LA County ERS,2014,"2015 LACERA CAFR p78; compared to 2014 LACERA CAFR p78, jump in alternative investment fees, likely explained by a change in reporting",,,,,36713,18591,39137,,45362,10341,4330,841,
43,LA County ERS,2015,2015 LACERA CAFR p78,,,,,38842,23502,38372,,44542,11266,3848,951,
43,LA County ERS,2016,2016 LACERA CAFR,,,,,37827,26648,41929,,52604,21076,2962,715,
43,LA County ERS,2017,2017 LACERA CAFR p124,,,,,45368,31270,49059,,75910,27670,3517,771,
44,Louisiana SERS,2005,2005 LASERS CAFR p107,,,,,7329,3852,98,12835,,,,,
44,Louisiana SERS,2006,2006 LASERS CAFR p87,,,,,10826,4347,16,13253,,,,427,
44,Louisiana SERS,2007,2007 LASERS CAFR p83,,,,,12614,,,15491,,,,554,
44,Louisiana SERS,2008,2008 LASERS CAFR,,,,,11226,,,28020,,,,376,
44,Louisiana SERS,2009,2009 LASERS CAFR,,,,,7053,,,26339,,,,193,
44,Louisiana SERS,2010,2010 LASERS CAFR,,,,,11311,,,28296,,,,91,
44,Louisiana SERS,2011,2011 LASERS CAFR,,,,,13856,6326,,36758,,1393,,,
44,Louisiana SERS,2012,2012 LASERS CAFR,,,,,12936,6330,,34591,,1744,,,
44,Louisiana SERS,2013,2013 LASERS CAFR,,,,,14704,6978,,33398,,1940,,,
44,Louisiana SERS,2014,2014 LASERS CAFR,,,,,17434,6153,,45227,,2136,,,
44,Louisiana SERS,2015,2015 LASERS CAFR,,,,,17932,5860,,43719,,2272,,,
44,Louisiana SERS,2016,2016 LASERS CAFR,,,,,15308,5445,,40719,,2158,,,
44,Louisiana SERS,2017,2017 LASERS CAFR p96,,,,,16656,7108,,45917,,2229,,1,
45,Louisiana Teachers,2005,Only alternative investment fees reported explicitly; see 2005 plan CAFR P63,,,,,,,,64918,,,,,
45,Louisiana Teachers,2006,Only alternative investment fees reported explicitly; see 2007 plan CAFR P60,,,,,,,,28474,,,,,
45,Louisiana Teachers,2007,Only alternative investment fees reported explicitly; see 2007 plan CAFR P60,,,,,,,,18645,,,,,
45,Louisiana Teachers,2008,Only alternative investment fees reported explicitly; see 2009 plan CAFR P65,,,,,,,,20648,,,,,
45,Louisiana Teachers,2009,Only alternative investment fees reported explicitly; see 2009 plan CAFR P65,,,,,,,,30911,,,,,
45,Louisiana Teachers,2010,Only alternative investment fees reported explicitly; see 2011 plan CAFR P65,,,,,,,,30548,,,,,
45,Louisiana Teachers,2011,Only alternative investment fees reported explicitly; see 2011 plan CAFR P65,,,,,,,,35505,,,,,
45,Louisiana Teachers,2012,"2012 Q2 Management Fee Report (requested from plan) ; Fees reported quarterly, add sub-categories together and multiply by 4 to estimate annual fees paid. Estimates are consistent if you back into fees using annual basis points.",,,,,25853,4687,,,11033,,14532,,
45,Louisiana Teachers,2013,"2013 Q2 Management Fee Report (requested from plan) ; Fees reported quarterly, add sub-categories together and multiply by 4 to estimate annual fees paid. Estimates are consistent if you back into fees using annual basis points.",,,,,26789,6429,,,5559,,13261,,
45,Louisiana Teachers,2014,"2014 Q1 Management Fee Report (requested from plan) ; Fees reported quarterly, add sub-categories together and multiply by 4 to estimate annual fees paid. Estimates are consistent if you back into fees using annual basis points.",,,,,29985,6755,,,24513,,19938,,
45,Louisiana Teachers,2015,"2015 Q1 Management Fee Report (requested from plan) ; Fees reported quarterly, add sub-categories together and multiply by 4 to estimate annual fees paid. Estimates are consistent if you back into fees using annual basis points.",,,,,30458,6922,,,16354,,14944,,
45,Louisiana Teachers,2016,"2016 Q1 Management Fee Report (requested from plan) ; Fees reported quarterly, add sub-categories together and multiply by 4 to estimate annual fees paid. Estimates are consistent if you back into fees using annual basis points. ",,,,,28996,6554,,,36383,,19594,,
45,Louisiana Teachers,2017,"2017 Q1 Management Fee Report (requested from plan) ; Fees reported quarterly, add sub-categories together and multiply by 4 to estimate annual fees paid. Estimates are consistent if you back into fees using annual basis points. ",,,,,22710,6970,,,36170,,20181,,
46,Maine Local,2005,2005 MPERS MDRP SAT CAFR p57; add together individual manager fees; ME Local and ME State/Teachers fees aggregated. ,,1,12,0.21352881,11979,155,21,,,,,,3155
46,Maine Local,2006,2006 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.20955645,15859,298,1065,,,,,,1579
46,Maine Local,2007,2007 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.20621945,16594,202,1633,,,,,,
46,Maine Local,2008,2008 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.20341393,17863,323,4084,,,,4319,,
46,Maine Local,2009,2009 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.20087449,8589,201,3406,,,1531,3424,,
46,Maine Local,2010,2010 MPERS MDRP SAT CAFR p62; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.19435436,5983,225,2501,,973,1595,2884,,
46,Maine Local,2011,2011 MPERS MDRP SAT CAFR p59; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.18996932,2573,357,2866,,1987,2814,5445,,
46,Maine Local,2012,2012 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.19069491,2556,297,4911,,4247,2712,5957,,
46,Maine Local,2013,2013 MPERS MDRP SAT CAFR p60; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.19069465,2354,303,5792,,6647,3998,7766,,
46,Maine Local,2014,2014 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.1884353,2587,292,8444,,13065,4876,7310,,
46,Maine Local,2015,2015 MPERS MDRP SAT CAFR p85,,1,12,0.1897575,2512,299,9699,,22008,5075,9694,,
46,Maine Local,2016,2016 MPERS MDRP SAT CAFR p87,,1,12,0.1906305,1967,299,12627,,30641,4675,20315,,
46,Maine Local,2017,2017 MPERS MDRP SAT CAFR p90,,1,12,0.19040881,1788,304,15134,,39927,5070,26189,,
47,Maine State and Teacher,2005,2005 MPERS MDRP SAT CAFR p57; add together individual manager fees; ME Local and ME State/Teachers fees aggregated. ,,1,12,0.78647119,11979,155,21,,,,,,3155
47,Maine State and Teacher,2006,2006 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.79044354,15859,298,1065,,,,,,1579
47,Maine State and Teacher,2007,2007 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.79378057,16594,202,1633,,,,,,
47,Maine State and Teacher,2008,2008 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.79658604,17863,323,4084,,,,4319,,
47,Maine State and Teacher,2009,2009 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.79912549,8589,201,3406,,,1531,3424,,
47,Maine State and Teacher,2010,2010 MPERS MDRP SAT CAFR p62; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.80564564,5983,225,2501,,973,1595,2884,,
47,Maine State and Teacher,2011,2011 MPERS MDRP SAT CAFR p59; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.8100307,2573,357,2866,,1987,2814,5445,,
47,Maine State and Teacher,2012,2012 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.80930507,2556,297,4911,,4247,2712,5957,,
47,Maine State and Teacher,2013,2013 MPERS MDRP SAT CAFR p60; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.80930537,2354,303,5792,,6647,3998,7766,,
47,Maine State and Teacher,2014,2014 MPERS MDRP SAT CAFR; add together individual manager fees; ME Local and ME State/Teachers fees aggregated.,,1,12,0.81156468,2587,292,8444,,13065,4876,7310,,
47,Maine State and Teacher,2015,2015 MPERS MDRP SAT CAFR p85,,1,12,0.81024247,2512,299,9699,,22008,5075,9694,,
47,Maine State and Teacher,2016,2016 MPERS MDRP SAT CAFR p87,,1,12,0.8093695,1967,299,12627,,30641,4675,20315,,
47,Maine State and Teacher,2017,2017 MPERS MDRP SAT CAFR p90,,1,12,0.79907942,1788,304,15134,,39927,5070,26189,,
48,Maryland PERS,2005,2005 MSPRS TCS CAFR p51;  MD PERS and Teachers fees aggregated,,1,17,0.34773642,36625,9090,9505,,,,,,
48,Maryland PERS,2006,2006 MSPRS TCS CAFR p52; PERS and Teachers fees aggregated,,1,17,0.34512329,43271,9975,11061,,,,,,
48,Maryland PERS,2007,2007 MSPRS TCS CAFR p53; PERS and Teachers fees aggregated,,1,17,0.34571183,49606,10208,14047,,,,,,
48,Maryland PERS,2008,2008 MSPRS TCS CAFR p57; PERS and Teachers fees aggregated,,1,17,0.34577912,54677,15300,21121,,,,,,
48,Maryland PERS,2009,"2009 MSPRS TCS CAFR p58; parse out alternative investment sub-categories where possible (Morgan Stanley, LaSalle, JP Morgan are Real Estate), remaining recorded under Misc.Alt;  MD PERS and Teachers fees aggregated",,1,17,0.34614331,34744,8850,17451,21549,27911,,,137,
48,Maryland PERS,2010,"2010 MSPRS TCS CAFR p63, much more specific breakdown of Alternatives, LaSalle and Morgan Stanley are Real Estate; MD PERS and Teachers fees aggregated",,1,17,0.34521341,73531,19326,25126,1565,35564,11205,12871,172,
48,Maryland PERS,2011,"2011 MSPRS TCS CAFR p63, LaSalle and Morgan Stanley are Real Estate; MD PERS and Teachers fees aggregated",,1,17,0.34373066,84340,29981,24054,1285,37616,23391,20182,,
48,Maryland PERS,2012,"2012 MSPRS TCS CAFR p63, LaSalle and Morgan Stanley are Real Estate;  MD PERS and Teachers fees aggregated",,1,17,0.3417547,71875,44030,29561,1892,44517,26041,23170,,
48,Maryland PERS,2013,2013 MSPRS TCS CAFR p63;  MD PERS and Teachers fees aggregated,,1,17,0.340951,83173,12935,25015,3313,53838,72172,23130,,
48,Maryland PERS,2014,2014 MSPRS TCS CAFR p69;  MD PERS and Teachers fees aggregated,,1,17,0.34010723,106584,12141,23732,7855,59304,95516,26054,,
48,Maryland PERS,2015,2015 MSPRS TCS CAFR p71;  MD PERS and Teachers fees aggregated,,1,17,0.34334734,98440,11989,29077,5975,62639,107143,33670,,
48,Maryland PERS,2016,2016 MSPRS TCS CAFR p79;  MD PERS and Teachers fees aggregated,,1,17,0.33919472,87139,12940,31399,5338,81957,83756,29112,,
48,Maryland PERS,2017,2017 MSPRS TCS CAFR p81;  MD PERS and Teachers fees aggregated,,1,17,0.33831277,85451,10415,34194,4504,86070,80557,25425,,
49,Maryland Teachers,2005,2005 MSPRS TCS CAFR p51;  MD PERS and Teachers fees aggregated,,1,17,0.60153818,36625,9090,9505,,,,,,
49,Maryland Teachers,2006,2006 MSPRS TCS CAFR p52; PERS and Teachers fees aggregated,,1,17,0.60352945,43271,9975,11061,,,,,,
49,Maryland Teachers,2007,2007 MSPRS TCS CAFR p53; PERS and Teachers fees aggregated,,1,17,0.60279077,49606,10208,13794,,,,,,
49,Maryland Teachers,2008,2008 MSPRS TCS CAFR p57; PERS and Teachers fees aggregated,,1,17,0.60251135,54677,15300,20868,,,,,,
49,Maryland Teachers,2009,"2009 MSPRS TCS CAFR p58; parse out alternative investment sub-categories where possible (Morgan Stanley, LaSalle, JP Morgan are Real Estate), remaining recorded under Misc.Alt;  MD PERS and Teachers fees aggregated",,1,17,0.60260504,34744,8850,17451,21549,27911,,,,
49,Maryland Teachers,2010,"2010 MSPRS TCS CAFR p63, much more specific breakdown of Alternatives, LaSalle and Morgan Stanley are Real Estate; MD PERS and Teachers fees aggregated",,1,17,0.60338634,73531,19326,25126,1565,35564,11205,12871,,
49,Maryland Teachers,2011,"2011 MSPRS TCS CAFR p63, LaSalle and Morgan Stanley are Real Estate; MD PERS and Teachers fees aggregated",,1,17,0.60538411,84340,29981,24054,1285,37616,23391,20182,,
49,Maryland Teachers,2012,"2012 MSPRS TCS CAFR p63, LaSalle and Morgan Stanley are Real Estate;  MD PERS and Teachers fees aggregated",,1,17,0.60526568,71875,44030,29561,1892,44517,26041,23170,,
49,Maryland Teachers,2013,2013 MSPRS TCS CAFR p63;  MD PERS and Teachers fees aggregated,,1,17,0.60550857,83173,12935,25015,3313,53838,72172,23130,,
49,Maryland Teachers,2014,2014 MSPRS TCS CAFR p69;  MD PERS and Teachers fees aggregated,,1,17,0.60724396,106584,12141,23732,7855,59304,95516,26054,,
49,Maryland Teachers,2015,2015 MSPRS TCS CAFR p71;  MD PERS and Teachers fees aggregated,,1,17,0.6007145,98440,11989,29077,5975,62639,107143,33670,,
49,Maryland Teachers,2016,2016 MSPRS TCS CAFR p79;  MD PERS and Teachers fees aggregated,,1,17,0.60640275,87139,12940,31399,5338,81957,83756,29112,,
49,Maryland Teachers,2017,2017 MSPRS TCS CAFR p81;  MD PERS and Teachers fees aggregated,,1,17,0.60640574,85451,10415,34194,4504,86070,80557,25425,,
50,Massachusetts SRS,2005,2005 MA PRIT CAFR p79; TRS AND SRS fees reported in aggregate; No total investment expense data broken down by TRS AND SRS availble to calculate expense proportions; using approx. breakdown of 50:50 given historical average. ,,1,15,0.5,42471,12835,24122,,595,,13840,,
50,Massachusetts SRS,2006,2006 MA PRIT CAFR p92; TRS AND SRS fees reported in aggregate;,,1,15,0.47278273,58612,15945,51360,,2210,,27812,,
50,Massachusetts SRS,2007,2007 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.5,51552,12391,35664,,3170,,10347,,
50,Massachusetts SRS,2008,2008 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.5,47895,16783,23945,,2765,,24066,,
50,Massachusetts SRS,2009,"2009 MA PRIT CAFR p88; TRS AND SRS fees reported in aggregate; significant drop in fees in 2009, note explains due to underperformance in 2009, clawback provisions allowed PRIM to recoup fees expensed in previous years. ",,1,15,0.5,32748,9166,-29165,,3669,,9671,,
50,Massachusetts SRS,2010,2010 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.5,30039,10803,4838,,3800,,878,,
50,Massachusetts SRS,2011,2011 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.47843483,33636,11113,5383,,3630,,3660,,
50,Massachusetts SRS,2012,2012 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.48138961,29237,12392,5546,,3575,,3058,,
50,Massachusetts SRS,2013,2013 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.4825123,31583,16456,4662,,2424,,2411,,
50,Massachusetts SRS,2014,2014 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.45995146,40111,16313,7206,,2937,,2997,,
50,Massachusetts SRS,2015,2015 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.48663321,42108,16523,13486,,1499,38,8888,,
50,Massachusetts SRS,2016,2016 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.48799446,45156,15056,27038,,1850,4755,-1131,,
50,Massachusetts SRS,2017,2017 MA PRIT CAFR p102 ; TRS AND SRS fees reported in aggregate; Proportionate investment expense taken from Income Statement in State CAFR (EX: 2017 State CAFR p129),,1,15,0.49083507,55333,16177,26173,,3581,11531,10053,,
51,Massachusetts Teachers,2005,2005 MA PRIT CAFR p79; TRS AND SRS fees reported in aggregate; No total investment expense data broken down by TRS AND SRS availble to calculate expense proportions; using approx. breakdown of 50:50 given historical average. ,,1,15,0.5,42471,12835,24122,,595,,13840,,
51,Massachusetts Teachers,2006,2006 MA PRIT CAFR p92; TRS AND SRS fees reported in aggregate;,,1,15,0.52721727,58612,15945,51360,,2210,,27812,,
51,Massachusetts Teachers,2007,2007 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.5,51552,12391,35664,,3170,,10347,,
51,Massachusetts Teachers,2008,2008 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.5,47895,16783,23945,,2765,,24066,,
51,Massachusetts Teachers,2009,"2009 MA PRIT CAFR p88; TRS AND SRS fees reported in aggregate; significant drop in fees in 2009, note explains due to underperformance in 2009, clawback provisions allowed PRIM to recoup fees expensed in previous years. ",,1,15,0.5,32748,9166,-29165,,3669,,9671,,
51,Massachusetts Teachers,2010,2010 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.5,30039,10803,4838,,3800,,878,,
51,Massachusetts Teachers,2011,2011 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.52156514,33636,11113,5383,,3630,,3660,,
51,Massachusetts Teachers,2012,2012 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.51861036,29237,12392,5546,,3575,,3058,,
51,Massachusetts Teachers,2013,2013 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.5174877,31583,16456,4662,,2424,,2411,,
51,Massachusetts Teachers,2014,2014 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.54004854,40111,16313,7206,,2937,,2997,,
51,Massachusetts Teachers,2015,2015 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.51336682,42108,16523,13486,,1499,38,8888,,
51,Massachusetts Teachers,2016,2016 MA PRIT CAFR ; TRS AND SRS fees reported in aggregate;,,1,15,0.51200551,45156,15056,27038,,1850,4755,-1131,,
51,Massachusetts Teachers,2017,2017 MA PRIT CAFR p102 ; TRS AND SRS fees reported in aggregate; Proportionate investment expense taken from Income Statement in State CAFR (EX: 2017 State CAFR p129),,1,15,0.50916493,55333,16177,26173,,3581,11531,10053,,
52,Michigan Municipal,2005,No fee data brokwn down by asset class - broken down by asset manager. ,1,,,,,,,,,,,,
52,Michigan Municipal,2006,No fee data brokwn down by asset class - broken down by asset manager. ,1,,,,,,,,,,,,
52,Michigan Municipal,2007,No fee data brokwn down by asset class - broken down by asset manager. ,1,,,,,,,,,,,,
52,Michigan Municipal,2008,No fee data brokwn down by asset class - broken down by asset manager. ,1,,,,,,,,,,,,
52,Michigan Municipal,2009,No fee data brokwn down by asset class - broken down by asset manager. ,1,,,,,,,,,,,,
52,Michigan Municipal,2010,No fee data brokwn down by asset class - broken down by asset manager. ,1,,,,,,,,,,,,
52,Michigan Municipal,2011,No fee data brokwn down by asset class - broken down by asset manager. ,1,,,,,,,,,,,,
52,Michigan Municipal,2012,No fee data brokwn down by asset class - broken down by asset manager. ,1,,,,,,,,,,,,
52,Michigan Municipal,2013,2013 MERS CAFR p80,,,,,12547,3130,1109,,,,140,,
52,Michigan Municipal,2014,"2014 MERS CAFR ; ""Global equity"" fees refer to TOTAL EQ Fees",,,,,10417,3061,,,,,1110,,
52,Michigan Municipal,2015,"2015 MERS CAFR ; ""Global equity"" fees refer to TOTAL EQ Fees",,,,,10495,2725,,,,4771,230,,
52,Michigan Municipal,2016,"2016 MERS CAFR ; ""Global equity"" fees refer to TOTAL EQ Fees",,,,,9380,2436,,,,1426,157,,
52,Michigan Municipal,2017,"2017 MERS CAFR p80; ""Global equity"" fees refer to TOTAL EQ Fees",,,,,7474,1816,,,,1103,121,,
53,Michigan Public Schools,2005,2005 MPSERS CAFR p67,,,,,2469,,561,,42660,,,,
53,Michigan Public Schools,2006,2006 MPSERS CAFR,,,,,8307,168,2057,,42855,,,,
53,Michigan Public Schools,2007,2007 MPSERS CAFR,,,,,12764,,3398,,51248,,,,
53,Michigan Public Schools,2008,2008 MPSERS CAFR,,,,,17770,,8901,,73232,,,,
53,Michigan Public Schools,2009,2009 MPSERS CAFR,,,,,14054,,9155,,77383,,,,
53,Michigan Public Schools,2010,2010 MPSERS CAFR,,,,,24673,,9644,,78047,4048,,,
53,Michigan Public Schools,2011,2011 MPSERS CAFR,,,,,26432,2209,12615,,66547,7769,,,
53,Michigan Public Schools,2012,2012 MPSERS CAFR,,,,,23650,2136,10264,,72166,15319,,,
53,Michigan Public Schools,2013,2013 MPSERS CAFR,,,,,22786,2656,8340,,56969,12105,,,
53,Michigan Public Schools,2014,2014 MPSERS CAFR,,,,,21949,3744,23093,,56602,15174,,,
53,Michigan Public Schools,2015,2015 MPSERS CAFR,,,,,18340,7096,23511,,55897,13774,,,
53,Michigan Public Schools,2016,2016 MPSERS CAFR,,,,,16954,7807,29152,,66110,17990,,,
53,Michigan Public Schools,2017,2017 MPSERS CAFR p77,,,,,18863,8359,44262,,81246,29098,,,
54,Michigan SERS,2005,2005 MSERS CAFR p62,,,,,661,,164,,10569,,,,
54,Michigan SERS,2006,2006 MSERS CAFR p66,,,,,2142,43,601,,10335,,,,
54,Michigan SERS,2007,2007 MSERS CAFR p69,,,,,3287,377,942,,12122,,,,
54,Michigan SERS,2008,2008 MSERS CAFR p72,,,,,4558,581,2376,,17017,,,,
54,Michigan SERS,2009,2009 MSERS CAFR p75,,,,,3593,554,2426,,18126,,,,
54,Michigan SERS,2010,2010 MSERS CAFR p63,,,,,6218,650,2551,,18309,1008,,,
54,Michigan SERS,2011,2011 MSERS CAFR,,,,,6658,558,3301,,15652,1850,,,
54,Michigan SERS,2012,2012 MSERS CAFR,,,,,5939,536,2570,,17067,3431,,,
54,Michigan SERS,2013,2013 MSERS CAFR,,,,,5787,685,2062,,13956,2925,,,
54,Michigan SERS,2014,2014 MSERS CAFR,,,,,5654,980,5827,,14236,3820,,,
54,Michigan SERS,2015,2015 MSERS CAFR,,,,,4786,1887,6063,,14432,3552,,,
54,Michigan SERS,2016,2016 MSERS CAFR ,,,,,4463,2095,7627,,17295,4707,,,
54,Michigan SERS,2017,2017 MSERS CAFR p72,,,,,4982,2246,11630,,21354,7651,,,
55,Minneapolis ERF,2005,"No investment fee data reported by asset class in plan CAFR; State Investment Report lists individual asset managers, but for all assets managed (which includes non-pension-related funds). ",1,,,,,,,,,,,,
55,Minneapolis ERF,2006,"No investment fee data reported by asset class in plan CAFR; State Investment Report lists individual asset managers, but for all assets managed (which includes non-pension-related funds). ",1,,,,,,,,,,,,
55,Minneapolis ERF,2007,"No investment fee data reported by asset class in plan CAFR; State Investment Report lists individual asset managers, but for all assets managed (which includes non-pension-related funds). ",1,,,,,,,,,,,,
55,Minneapolis ERF,2008,"No investment fee data reported by asset class in plan CAFR; State Investment Report lists individual asset managers, but for all assets managed (which includes non-pension-related funds). ",1,,,,,,,,,,,,
55,Minneapolis ERF,2009,"No investment fee data reported by asset class in plan CAFR; State Investment Report lists individual asset managers, but for all assets managed (which includes non-pension-related funds). ",1,,,,,,,,,,,,
55,Minneapolis ERF,2010,2010 MPERA CAFR p59; MN PERA fees reported in aggregate,,1,5,0.061242994,18898,3828,,,,,,,
55,Minneapolis ERF,2011,2011 MPERA CAFR p51;  MN PERA fees reported in aggregate,,1,5,0.044123419,22335,4126,,,,,,,
55,Minneapolis ERF,2012,2012 MPERA CAFR p51;  MN PERA fees reported in aggregate,,1,5,0.038722411,21863,4403,,,,,,,
55,Minneapolis ERF,2013,2013 MPERA CAFR; MN PERA fees reported in aggregate,,1,5,0.036013402,24459,4734,,,,,,,
55,Minneapolis ERF,2014,2014 MPERA CAFR; MN PERA fees reported in aggregate,,1,5,0.033872571,28998,5325,,,,,,,
56,Minnesota GERF,2005,"No investment fee data reported by asset class in plan CAFR; State Investment Report lists individual asset managers, but for all assets managed (which includes non-pension-related funds). ",1,,,,,,,,,,,,
56,Minnesota GERF,2006,"No investment fee data reported by asset class in plan CAFR; State Investment Report lists individual asset managers, but for all assets managed (which includes non-pension-related funds). ",1,,,,,,,,,,,,
56,Minnesota GERF,2007,"No investment fee data reported by asset class in plan CAFR; State Investment Report lists individual asset managers, but for all assets managed (which includes non-pension-related funds). ",1,,,,,,,,,,,,
56,Minnesota GERF,2008,"No investment fee data reported by asset class in plan CAFR; State Investment Report lists individual asset managers, but for all assets managed (which includes non-pension-related funds). ",1,,,,,,,,,,,,
56,Minnesota GERF,2009,"No investment fee data reported by asset class in plan CAFR; State Investment Report lists individual asset managers, but for all assets managed (which includes non-pension-related funds). ",1,,,,,,,,,,,,
56,Minnesota GERF,2010,2010 MPERA CAFR p59; MN PERA fees reported in aggregate,,1,5,0.66514176,18898,3828,,,,,,,
56,Minnesota GERF,2011,2011 MPERA CAFR p51;  MN PERA fees reported in aggregate,,1,5,0.67611915,22335,4126,,,,,,,
